CellNum,cycle_lives,SurfFit_p1,SurfFit_p2,SurfFit_p3,slope_2pt9V,int_2pt9V,slope_2pt9V_corr,int_2pt9V_corr,heatmap_mean_abs,heatmap_mean,heatmap_var,heatmap_mean_abs_corr,heatmap_mean_corr,heatmap_var_corr,DeltaQ_min,DeltaQ_mean,DeltaQ_var,DeltaQ_skew,DeltaQ_kurt,DeltaQ_2V,Q_cycle2,Q_lastcycle,Qmax_minus_Q2,chargetime,Tmax,Tmin,Qlinfit_allcycles_int,Qlinfit_allcycles_slope,Qlinfit_last10cycles_int,Qlinfit_last10cycles_slope,IR_min,IR_cycle2,IR_diff,log_SurfFit_p1,log_SurfFit_p2,log_SurfFit_p3,log_slope_2pt9V,log_int_2pt9V,log_slope_2pt9V_corr,log_int_2pt9V_corr,log_heatmap_mean_abs,log_heatmap_mean,log_heatmap_var,log_heatmap_mean_abs_corr,log_heatmap_mean_corr,log_heatmap_var_corr,log_DeltaQ_min,log_DeltaQ_mean,log_DeltaQ_var,log_DeltaQ_skew,log_DeltaQ_kurt,log_DeltaQ_2V,log_Q_cycle2,log_Q_lastcycle,log_Qmax_minus_Q2,log_chargetime,log_Tmax,log_Tmin,log_Qlinfit_allcycles_int,log_Qlinfit_allcycles_slope,log_Qlinfit_last10cycles_int,log_Qlinfit_last10cycles_slope,log_IR_min,log_IR_cycle2,log_IR_diff
23,842,-0.00023481452310691,-0.00111238083375953,0.000833392822391638,-0.00022892522848608,0.970066258249171,-0.000228925228486092,0.00294811380784707,0.756455943075404,0.75645412893505,0.181549072441727,0.000860525990533237,-0.000168499998419752,1.88844092565031e-06,-0.00726287443870255,-0.00249913183084661,6.41862647904642e-06,-0.740779262178592,2.01588848618553,-0.000335054050871531,1.0790461,1.0827907,0.0037446000000001,10.7969853333333,37.38522,30.519403,7.87115763547163e-05,1.08091046305419,2.06606060608795e-06,1.08267890545454,0.015953196,0.016174601,3.1879999999998e-05,-3.62927504579693,-2.9537465026056,-3.07915024423047,-3.64030634367959,-0.0131986011881405,-3.64030634367957,-2.53045575515289,-0.121216360749076,-0.121217402279779,-0.741005965613489,-3.06523600810841,-3.7734000988656,-5.7238965962563,-2.13889146390001,-2.60221083394993,-5.19255789660252,-0.130311184057584,0.304466504373804,-3.47488512698783,0.0330399994075931,0.0345445169950086,-2.42659456703546,1.03330251142567,1.57269994067361,1.48457603398987,-4.10396138991225,0.0337897207692401,-5.68485694297927,0.0344996752164689,-1.79715229905688,-1.79116642383611,-4.49648168727595
24,860,-0.00030642841068517,-0.00127819930734778,0.000827266363725723,-0.000312441617143227,0.967821195076001,-0.00031244161714324,0.00438294801198418,0.75416060875436,0.754158196428603,0.181979617097317,0.000966465159949548,-0.0001073712600657,2.27481958954369e-06,-0.00881104191119342,-0.00311345974941376,7.62620486906499e-06,-0.63763554730049,1.99620254413659,-0.000993000213234563,1.0777475,1.0811901,0.00347299999999984,11.1299073333333,37.315231,30.421293,6.27275369458337e-05,1.07977576630542,6.5818181819015e-07,1.08115825636364,0.016467512,0.016742077,6.37710000000007e-05,-3.51367097131167,-2.89340142213023,-3.08235463352985,-3.50523112302819,-0.0142048711675093,-3.50523112302817,-2.35823368066758,-0.122536155366337,-0.122537544541837,-0.73997725310225,-3.01481379721161,-3.96911195015596,-5.64305304048928,-2.05497273295834,-2.50675674443447,-5.11769153209286,-0.195427479619915,0.300204604756012,-3.00305065824522,0.0325170241146856,0.0339020603941913,-2.45929521668926,1.04649154845065,1.57188613446545,1.48317766898165,-4.20254176509831,0.0333335762580847,-6.18165411895558,0.0338892691938125,-1.78337201141267,-1.77619066499961,-4.19537677274025
25,917,-0.000227258130622665,-0.00113008968470307,0.000763569169136585,-0.000260516512460524,0.969798233859258,-0.000260516512460527,0.00351975940626487,0.75593590723072,0.755933326930482,0.18257825859513,0.000861495949554816,-0.000145638359539932,1.92363185361388e-06,-0.00784422921075922,-0.00276558771147317,6.4887331122818e-06,-0.677006461860235,2.02132178133975,-0.000641661149267447,1.0794537,1.0833681,0.00391439999999998,11.1795353333333,35.236881,30.247971,8.308689655173e-05,1.08141251310345,8.76121212124956e-06,1.08308382909091,0.016308507,0.016626336,1.78180000000028e-05,-3.64348057005807,-2.94688708923686,-3.11715161556408,-3.58416474436748,-0.0133186111318956,-3.58416474436747,-2.4534870217783,-0.121515025022616,-0.121516507439388,-0.738550939476024,-3.06474676010815,-3.83672422157253,-5.71587804001256,-2.10544972460222,-2.55821256319202,-5.18784008841591,-0.169407186061015,0.305635455888469,-3.19269425519151,0.0332040192818853,0.0347760435477156,-2.40733479724812,1.04842375289181,1.54699745977301,1.48069624797832,-4.08046746242518,0.0339913905219604,-5.05743580465917,0.034662071678564,-1.78758579563295,-1.77920344713068,-4.74914104540064
26,709,-0.000456355346524189,-0.00123734572231327,0.000865156183511085,-0.000303999767834066,0.974286422776201,-0.000303999767834066,0.00394915900806206,0.758802590111286,0.758801176880886,0.18170263990967,0.000939792302595528,-0.000231233581279208,2.28131268574833e-06,-0.00865630712004839,-0.00294593619359118,8.56245256744825e-06,-0.772205359712324,2.09356354284974,-0.00050080416507825,1.0798637,1.0836746,0.00395450000000008,10.1301796666667,36.63364,30.469168,7.06702955665191e-05,1.08203310975369,-1.81436363636459e-05,1.08402527272727,0.015838005,0.016072329,5.84279999999993e-05,-3.34069685703841,-2.90750893875795,-3.06290548384832,-3.51712674806369,-0.0113133495434409,-3.51712674806369,-2.40349537957476,-0.119871195351747,-0.119872004203409,-0.740638762896293,-3.02696811640391,-3.63594909453698,-5.64181518452249,-2.06266734348333,-2.53077666383125,-5.06740182131003,-0.112267188356351,0.32088614692785,-3.30033206785078,0.0333689424559589,0.0348988941584497,-2.40290842012286,1.00561714798121,1.56388007327481,1.48386059541262,-4.1507630923185,0.0342405502006088,-4.74127566686813,0.0350394073666232,-1.80029952426529,-1.7939211861763,-4.23337897940649
27,876,-0.000382585927043954,-0.00132466761178538,0.000821946388748486,-0.000297839082867435,0.986227588096641,-0.000297839082867429,0.00400980507892833,0.767085720957559,0.767080976048474,0.189087279627316,0.000952215582196843,-0.000213392586197292,2.22155137589553e-06,-0.00838333276789371,-0.00309697680554861,7.67688033752959e-06,-0.630639326891092,1.96337893694297,-0.000819415969528059,1.0946392,1.0979885,0.00369419999999998,10.1136726666667,30.729116,29.865847,5.44381280788539e-05,1.0969796520197,-3.43448484848315e-05,1.09898206363636,0.016684072,0.016952254,1.06580000000002e-05,-3.417271009007,-2.87789308208701,-3.0851565082872,-3.52601831410576,-0.00602285296026884,-3.52601831410577,-2.39687673840309,-0.115156101424327,-0.115158787817972,-0.723337686244755,-3.02126471594412,-3.67082067314743,-5.65334363875445,-2.07658329462004,-2.50906204722958,-5.11481522885461,-0.200218949986401,0.293004127588326,-3.08649557637222,0.0392709965553064,0.0405977914686299,-2.43247959602488,1.00490889339768,1.48755006686737,1.47517483591584,-4.26409681695514,0.0401985718796162,-4.46413839520971,0.0409906044095509,-1.77769794462726,-1.77077254910212,-4.9723242840951
28,731,-0.000544499208531096,-0.00149202435522442,0.000951848867927849,-0.000360857991894381,0.967228886168687,-0.000360857991894393,0.00464409108404252,0.753984009466506,0.753981829463969,0.181224584076395,0.00105465541329835,-0.000252966577033469,2.7698184495087e-06,-0.010121710250914,-0.00353439723411177,1.06024033587635e-05,-0.675217196152996,2.04106298969594,-0.000854284739545186,1.0778366,1.0812517,0.00353789999999998,10.096438,36.224751,30.202829,6.68287192118462e-05,1.07982666118227,-1.00587878787701e-05,1.08155424909091,0.015933495,0.016239462,5.13440000000018e-05,-3.26400274718613,-2.82622408755153,-3.021432002283,-3.44266367197298,-0.014470741803681,-3.44266367197297,-2.33309927108051,-0.122637864573328,-0.122639120255716,-0.741782888312016,-2.97688941387174,-3.59693685577599,-5.55754869626426,-1.99474609917802,-2.45168464133527,-4.97459567745793,-0.170556505808857,0.309856407780862,-3.0683973515564,0.0325529268088645,0.0339268032937158,-2.45125444674059,1.00416818271394,1.55900540892036,1.48004762380308,-4.17503686215265,0.0333540461037328,-4.99745435022223,0.0340483078619817,-1.79768895158547,-1.78942836267499,-4.28951030024856
29,757,-0.000608126656270496,-0.00161337797681679,0.000774095551957631,-0.000395881963892144,0.979239505010538,-0.000395881963892156,0.00537277444593957,0.762875938541606,0.762872096934395,0.187483195413178,0.00120545026084786,-0.00031356671200381,3.32529132671127e-06,-0.0105367257917216,-0.00407518603530078,1.04750106382694e-05,-0.478363979775007,2.04833393943563,-0.00153374667524209,1.0924908,1.0962815,0.00403400000000009,10.1464286666667,37.456543,30.217165,6.89034482758797e-05,1.09489746206897,-1.61781818181618e-05,1.09677686363636,0.016214989,0.016591828,-1.72069999999983e-05,-3.21600595955813,-2.79226387562674,-3.11120542804236,-3.40243428395264,-0.00911107430185863,-3.40243428395262,-2.26980139113426,-0.11754608273656,-0.117548269714717,-0.727037653090359,-2.91885070472656,-3.50367004790212,-5.47817030042381,-1.9772943219032,-2.38985256060244,-4.97984552729824,-0.320241529633986,0.311400761010627,-2.81424636569971,0.0384177884103708,0.039922085352101,-2.39426410612324,1.00631320645716,1.57352769227828,1.48025371603836,-4.16175904326345,0.0393734490914067,-4.79107028808276,0.0401182804931278,-1.79008334160963,-1.78010576306678,-4.76429484129459
30,742,-0.000385709647843131,-0.00116445353200197,0.000706159961696342,-0.00027459009917562,0.94445567361337,-0.000274590099175626,0.00339722537832966,0.741817944721168,0.741812969237001,0.181970202537406,0.000899153058616048,-0.000258230970016387,1.98079275860742e-06,-0.00834433084145247,-0.00253695966482717,6.76721779524825e-06,-0.774143413964795,2.40860660865452,4.78146139915037e-05,1.0766174,1.0806071,0.00398969999999998,11.067937,35.888103,29.748938,9.51571921182487e-05,1.07832498147783,7.20000000006696e-07,1.08054654,0.016567618,0.0169825,-2.83760000000001e-05,-3.41373949789146,-2.93387783748377,-3.1510969099778,-3.56131512606108,-0.0248184201210341,-3.56131512606107,-2.46887564026037,-0.129702665211883,-0.12970557809985,-0.739999721537177,-3.04616637405722,-3.58799167337617,-5.70316096035312,-2.07860848505028,-2.5956864375801,-5.16958984601507,-0.111178576624627,0.381765873621481,-4.32043934594311,0.0320613944866539,0.0336678166926195,-2.39905975926134,1.04406667842065,1.55495050267969,1.47347146656971,-4.02155838153118,0.0327496665952846,-6.14266750356469,0.0336434770312977,-1.78073992753835,-1.76999837673724,-4.54704882453611
31,703,-0.000353586443556616,-0.00120396404012023,0.000850421718113221,-0.000283920643761857,0.958289833751306,-0.000283920643761861,0.003633313021659,0.747254402065896,0.747249341933247,0.180757364535957,0.000944039910430447,-0.000220824321620951,2.15253487147744e-06,-0.00828758376997218,-0.00296132712808857,7.60934535811063e-06,-0.664652409552023,1.91894901351212,-0.000458694665045778,1.0707464,1.0749711,0.00422469999999997,11.051195,34.713886,29.585787,9.14286206896893e-05,1.07267771103448,2.20678787878877e-05,1.07430648909091,0.016647711,0.017059039,3.24349999999973e-05,-3.45150439411546,-2.91938648434944,-3.0703656573085,-3.54680302893975,-0.0185031191450111,-3.54680302893974,-2.43969718465227,-0.126531517858041,-0.126534458750891,-0.742903999360283,-3.02500964498866,-3.6559530950549,-5.66704980416348,-2.08157206876481,-2.52851361487465,-5.11865270454211,-0.177405416470142,0.283063435681534,-3.3384763110009,0.0296866229119288,0.0313967886430285,-2.37420412528717,1.04340924217003,1.54050323291345,1.47108312626509,-4.0389178320354,0.0304692565939753,-4.65623941015458,0.0311281989912349,-1.77864547197199,-1.76804543792539,-4.48898609773379
32,704,-0.000426748504538883,-0.00145867772318474,0.000944051658855941,-0.000354770327765216,0.96962073146846,-0.000354770327765244,0.00481275761435554,0.755057270491942,0.755054813231386,0.182039031845673,0.00110060990862513,-0.000156717393096713,2.8249552496311e-06,-0.0098899531530241,-0.00386899698479925,1.06561859940479e-05,-0.559151396928764,1.82152791415673,-0.000994763431269696,1.0778315,1.0818996,0.00407959999999985,11.5248433333333,33.906773,30.028351,8.17139408867241e-05,1.08001052522167,5.25454545454866e-06,1.08173566909091,0.016229769,0.016480684,8.78519999999994e-05,-3.36982799211516,-2.83604064950677,-3.02500424029702,-3.45005271078709,-0.0133981074247973,-3.45005271078705,-2.31760601021099,-0.122020106231299,-0.122021519602812,-0.739835482906361,-2.9583665816195,-3.80488280119102,-5.5489884274878,-2.00480576557484,-2.41240160873457,-4.97239820789189,-0.252470585765596,0.260435831011008,-3.00228018830931,0.0325508718525772,0.0341869602260944,-2.38938241688781,1.06163503038001,1.53028645875533,1.47753148367204,-4.08770384391208,0.0334279879160427,-5.27946484673743,0.0341211503454875,-1.78968766148857,-1.78302476768374,-4.05624834709895
33,648,-0.000318211737263495,-0.00107621787449512,0.000893980910665874,-0.000316577561039536,0.967340237841128,-0.000316577561039552,0.00447338486819295,0.75273790746268,0.752735197609755,0.181100376121271,0.000881349180655154,-0.000161404398994926,1.99501585248135e-06,-0.00882593990167757,-0.00284443456040279,9.03410468768597e-06,-0.813518544361353,2.13898846629649,-0.000147772676729163,1.0748194,1.0787003,0.00390639999999998,11.574392,35.891422,29.988958,8.25266995074028e-05,1.07680186591133,4.27454545455384e-06,1.07857760909091,0.016318144,0.016607935,6.718e-05,-3.49728380540987,-2.96809979919704,-3.04867175467275,-3.49951987109737,-0.0144207467775585,-3.49951987109735,-2.34936373564312,-0.123356212586261,-0.123357776047167,-0.742080647713423,-3.0548519948941,-3.7920846329771,-5.70005364904098,-2.05423903411279,-2.54600405324192,-5.04411488111789,-0.0896325427615268,0.330208442805611,-3.83040585987037,0.0313354966492141,0.032900799515402,-2.40822328872394,1.06349818690553,1.55499066520198,1.47696137597253,-4.08340552329469,0.032135799437751,-5.36911006036845,0.0328514002380713,-1.78732923874369,-1.7796843635665,-4.17276000049435
34,617,-0.00078735906551333,-0.0019818008357429,0.00131128591950523,-0.000435445865827439,0.959328378212108,-0.000435445865827443,0.0055033553516749,0.747098123665945,0.747095110125799,0.180733406551514,0.00138922383502941,-0.000313665086540778,4.76610149656726e-06,-0.0136508635316051,-0.0045926509427268,1.68015098783916e-05,-0.562799246011327,1.89011678086074,-0.0013137785616284,1.0729513,1.0764024,0.00364650000000011,10.2430666666667,36.963261,30.294979,7.63046305418845e-05,1.07472718453202,-1.47866666666489e-05,1.07680568,0.016066672,0.016260354,8.89640000000004e-05,-3.10382716775737,-2.70293999277909,-2.88230260218885,-3.36106582833426,-0.0180327083303649,-3.36106582833426,-2.25937244388719,-0.126622354318405,-0.126624106118409,-0.74296156553507,-2.85722777407064,-3.50353381909798,-5.32183671336813,-1.86483987498594,-2.33793656120265,-4.77465168837003,-0.249646493066253,0.276488637885729,-2.88147782927177,0.0305800102965648,0.0319746574172415,-2.43812378210097,1.01042999931778,1.5677702788855,1.48137065578659,-4.11744910611107,0.0312982342151709,-4.83012971724306,0.0321373377288532,-1.79407407231669,-1.78887000372516,-4.05078569857144
35,625,-0.000696030265518057,-0.00182641578076036,0.00130452861347775,-0.000468428107615583,0.973105125559613,-0.000468428107615588,0.0066723689257128,0.757252715368137,0.757250519967487,0.183085184839198,0.00135930320788951,-0.00020279841353576,4.82421114312567e-06,-0.0128555478567332,-0.00422473043414954,1.69412667811326e-05,-0.725007295571422,2.05164209585106,-0.000547297646064315,1.0817773,1.086282,0.00450470000000003,10.258443,37.078735,30.181021,9.37517733990296e-05,1.08400732679803,1.93218181818178e-05,1.08566104363636,0.016519627,0.016743599,9.15709999999986e-05,-3.15737187553066,-2.73840034907173,-2.88454639066172,-3.32935705336034,-0.0118402399122698,-3.32935705336033,-2.17571994888534,-0.120759160692652,-0.120760419785885,-0.737346797166909,-2.86668365818607,-3.69293544675172,-5.3165736925164,-1.89090941057413,-2.37420099670156,-4.77105411847484,-0.13965762320767,0.312101601394042,-3.2617764197608,0.0341378639722189,0.0359425832138891,-2.34633412647912,1.01108144968209,1.56912490907842,1.47973392752591,-4.02802050845221,0.0350322176056898,-4.71395200891548,0.0356942544832,-1.7819997629279,-1.77615118565914,-4.03824204307968
36,966,-0.000130755921797224,-0.000667111297256882,0.000418024979104923,-0.000133175401777892,0.966872022023085,-0.000133175401777888,0.00155224180474916,0.756651442253584,0.756648553879284,0.183519624017236,0.000645703267583855,-0.000205214121784359,1.11124084058384e-06,-0.00589591093721198,-0.00163275623400973,3.30091506948656e-06,-0.729604967305479,2.19445136490965,-0.000137735849494947,1.0833029,1.0875825,0.00432069999999984,12.0712226666667,37.618645,30.089132,8.66592118226835e-05,1.08556585605911,2.6425454545445e-05,1.08684087090909,0.016480761,0.016756468,6.6568999999999e-05,-3.88353863327813,-3.17580170468578,-3.37879776615964,-3.8755759843148,-0.0146310065864818,-3.87557598431481,-2.80904062438687,-0.121104135779989,-0.121105793620501,-0.736317489195461,-3.18996701583971,-3.68779275661093,-5.95419180568453,-2.22944908548983,-2.78707864938876,-5.4813656496557,-0.136912217900562,0.341325960124977,-3.8609530080982,0.0347499057536263,0.0364622108549816,-2.36444588709486,1.08175126102476,1.57540314848121,1.47840965955638,-4.06218526525106,0.0356561751469703,-4.57797753363716,0.0361659618000838,-1.78302273860552,-1.77581751850781,-4.17672796697419
37,1051,-0.000143506255703898,-0.000659172366509496,0.000340610509799925,-0.000137534607058498,0.96235343799901,-0.000137534607058501,0.00171525675459118,0.752945206356027,0.752942402748718,0.182692165794613,0.000651905817002524,-0.000199889028933487,1.13399814369837e-06,-0.00574024269691997,-0.00161326812019459,3.11744856972199e-06,-0.667660153277372,2.58902026721097,-0.000145305199349632,1.0789614,1.0832782,0.00431680000000001,12.087368,36.749992,30.047464,8.52693103448456e-05,1.08126899103448,2.12024242424616e-05,1.08263261818182,0.016552322,0.016856873,-9.88999999999851e-07,-3.84312916681524,-3.18100100720291,-3.46774195567555,-3.86158800900849,-0.0166653978349661,-3.86158800900848,-2.76567086176928,-0.123236627309349,-0.123238244416995,-0.738280075663983,-3.1858151437016,-3.69921104182186,-5.94538765636217,-2.2410697452841,-2.79229344820669,-5.50620070258725,-0.175444542185188,0.413135450165825,-3.83771884538226,0.0330059080129747,0.0347400034483736,-2.36483807200819,1.08233174440774,1.56525724887991,1.47780782351738,-4.06920724956084,0.0339337483378891,-4.67361447987634,0.0344811076275455,-1.78114107372808,-1.77322298515595,-6.00480370840289
38,702,-0.000458906430515554,-0.00158184898190283,0.00102163150135061,-0.000384526908391783,0.967190106023009,-0.000384526908391795,0.00508557422999603,0.753681335775053,0.753678152038203,0.183055231195293,0.00120698691403864,-0.000119140972038489,3.4649730624836e-06,-0.0114821280084017,-0.00403467582153755,1.22089930060977e-05,-0.57692220752939,1.87505427226909,-0.00123369308522281,1.0798725,1.0842557,0.00438319999999992,11.1710936666667,37.413513,30.125891,8.61594088670119e-05,1.08221411842365,1.48509090909293e-05,1.08376362181818,0.016511114,0.0167679,0.000103314,-3.33827585662686,-2.80083498067204,-2.99070572434701,-3.41507326377628,-0.0144881547874714,-3.41507326377626,-2.29366000226166,-0.122812239498369,-0.122814074069826,-0.737417855710136,-2.91829743842926,-3.92393886093325,-5.46030013734661,-1.93997761571325,-2.39419135426863,-4.91332015505021,-0.23888274337529,0.273013842626868,-2.90879286945408,0.0333724815839698,0.0351317139400432,-2.35820871257335,1.04809569327204,1.57302848886874,1.47893990041815,-4.06469728936044,0.0343131953824495,-4.8282469604148,0.0349345691631975,-1.78222362402785,-1.77552132472366,-3.98584082358423
39,651,-0.000626172763035004,-0.00165883621240218,0.00117840478079279,-0.000498036106176972,0.956422403258001,-0.000498036106176977,0.00734200668956545,0.743539558446841,0.743537217223905,0.178414981809256,0.00130261624785851,-9.74427420101028e-05,4.34057130316826e-06,-0.0122004180008757,-0.00400876527596905,1.50084591209667e-05,-0.71621931391535,2.03023141211404,-0.00071450089141778,1.0682389,1.0713366,0.00343209999999994,11.1708743333333,36.57671,30.051748,5.11419704433823e-05,1.07036881123153,-2.61551515151386e-05,1.07208643636364,0.015904058,0.016111452,0.000127854,-3.20330582704306,-2.78019649255399,-2.92870550422745,-3.30273917100533,-0.019350259514259,-3.30273917100533,-2.13418522413058,-0.128695920809607,-0.128697288298116,-0.748568679982881,-2.88518350906437,-4.01125050362025,-5.36245310516849,-1.91362528962329,-2.39698937211959,-4.82366389334051,-0.144953971771808,0.307545542975403,-3.14599722504295,0.0286683887873435,0.0299259419389744,-2.46444006673957,1.04808716624735,1.56320463899978,1.47786973839119,-4.29122254310276,0.0295334459885981,-4.58244275978879,0.0302298015157517,-1.79849204912923,-1.79286531822935,-3.89328568022464
40,616,-0.000916141733763725,-0.00223094702892865,0.0012051161683064,-0.000538680918838948,0.966803422769159,-0.000538680918838945,0.00735007670804389,0.753272603903123,0.753266550951955,0.185396703095149,0.00159057763404799,-0.000249227431150198,5.74722283341106e-06,-0.0141772767607276,-0.00534589656349911,1.85178872798279e-05,-0.464368608798806,1.93398974063922,-0.00192691592396677,1.0847682,1.0879099,0.00356239999999985,10.2711043333333,35.482243,29.755493,4.7733793103462e-05,1.08710253172414,-3.88036363636085e-05,1.08905187272727,0.017142953,0.017436398,0.000152771000000003,-3.03803733263149,-2.65151074137779,-2.9189710868462,-3.2686684077652,-0.0146618207311567,-3.2686684077652,-2.13370812843875,-0.123047827323897,-0.12305131712804,-0.731897993170568,-2.79844512868436,-3.60340415887672,-5.24054196391647,-1.84840718250766,-2.27197944856043,-4.73240856382321,-0.333137146138983,0.286454165922996,-2.71513723425678,0.0353369453587634,0.03659292886112,-2.44825731787685,1.01161714078215,1.55001106583085,1.47356715021183,-4.3211740536193,0.0362705071608472,-4.41112757392513,0.0370485661677947,-1.76591436554344,-1.75854322641559,-3.81595907858289
41,599,-0.00107592884447736,-0.00227633125427636,0.00118721654712288,-0.000568194249736464,0.964459610346564,-0.00056819424973647,0.00784878080105936,0.752204468159856,0.752200246548796,0.184089813279844,0.00163904188679097,-0.000348034359157076,6.14152372688645e-06,-0.0249082067946998,-0.00557308933752814,2.0509565521153e-05,-0.494543518374683,2.15999242016548,-0.00195230472075059,1.0839558,1.0878434,0.00390430000000008,10.2544653333333,36.385983,29.696999,7.58763054187357e-05,1.0861519791133,-2.08787878787433e-06,1.08788659090909,0.016382927,0.016685704,0.000150384,-2.96821644936914,-2.64276453865818,-2.92547005893661,-3.24550316575627,-0.0157159550298419,-3.24550316575627,-2.1051977996235,-0.123664091159024,-0.123666528564824,-0.734970242776558,-2.78540994760721,-3.45837787888181,-5.21172386597911,-1.60365753730489,-2.25390399507685,-4.68804353971766,-0.305795485748502,0.334452227129597,-2.70945239557707,0.0350115735238953,0.0365663811977837,-2.40845681924845,1.01091302122936,1.56093411227132,1.47271256434783,-4.1198938240053,0.0358905978792495,-5.68029471797119,0.0365836237541371,-1.78560850389512,-1.77765546495374,-3.82279836774271
42,300,-0.000898745549161473,-0.00222014303566292,5.93057853615075e-05,-0.000897949715077047,0.947335855008356,-0.000553270534447141,0.0101390311085706,0.739543842459665,0.739540942779526,0.177295406373676,0.00337541342805125,-3.79564500114936e-05,3.51416110117584e-05,-0.022119770629166,-0.00916434142490776,5.02449869769702e-05,-0.117341746018779,2.01478513855051,-0.00575218830201396,1.0700541,1.0689889,0.00352960000000002,10.2441646666667,32.400795,26.734909,-8.77439901477629e-05,1.07324883487685,-0.000232641212121217,1.07662069090909,0.016423751,0.017505454,-0.00021299,-3.04636324735109,-2.65361904464936,-4.22690293854091,-3.04674798301646,-0.023496025095745,-3.25706245841004,-1.99400354444113,-0.131036074575942,-0.131037777406092,-0.751302516584127,-2.47167302623294,-4.42071441301279,-4.45417833283846,-1.65521938075812,-2.03789873919114,-4.29890726200386,-0.930547453867434,0.304228738756394,-2.24016690545079,0.0294057353838266,0.0289731956729715,-2.4522745092399,1.01047655078526,1.51055566637566,1.42707871019192,-4.05678261999087,0.0307004256799361,-3.63331334802797,0.0320627219976846,-1.78452764791326,-1.75682662142349,-3.6716407864522
43,148,-0.00135790682586883,-0.00286954898460141,0.000572346078491712,-0.000528509281449975,0.900720576386745,-0.000285034187120717,0.00524862563929536,0.710386884503014,0.710382012920699,0.17763766603898,0.00360195251047792,0.00101768601669011,3.55885841220145e-05,-0.0137569431883157,-0.00446849541597352,1.64696542807255e-05,0.256251863557815,1.7069641864199,-0.00834995703013042,1.0720705,1.0555041,0.00154589999999999,10.3276573333333,37.843475,27.851921,-0.000637436551724129,1.07480520206897,-0.000730005454545443,1.07714182909091,0.016267318,0.017582141,-0.000832978999999998,-2.86713002858222,-2.54218635723502,-3.24234128846325,-3.27694738139891,-0.045409915962639,-3.54510304740395,-2.27995440238642,-0.148505065304553,-0.14850804355291,-0.750464941606507,-2.4434620173836,-2.99238619277752,-4.44868928988961,-1.86147805621157,-2.34983868325203,-4.78331551713559,-0.591332967575476,0.232224409337711,-2.07831575944158,0.0302233457618174,0.0234599246203853,-2.81081860281927,1.01400181981691,1.57799100891454,1.44485515465977,-3.19556303694488,0.031329759756273,-3.13667389485196,0.0322728913538582,-1.78868404348686,-1.75492824144254,-3.07936594733161
44,438,4.95691006401117e-05,-4.99022785955647e-05,5.26603536136211e-05,-0.000211582329508762,0.961098341387057,-8.63405066689027e-05,0.00167209840411764,0.751157249568165,0.751152542301408,0.180327009885802,0.00158637456473281,-0.000198662036776301,1.21202806790822e-05,-0.00509512395230227,-0.00121725737901032,2.68689195556995e-06,-1.07839257900513,2.77703128380261,0.000360936337049589,1.0735391,1.0794848,0.00606759999999995,10.075615,37.974064,28.910692,0.000137607733990163,1.07579996591133,6.04084848485018e-05,1.07752320363636,0.017209327,0.017894397,-0.000232081999999998,-4.3047889606708,-4.30187962353719,-4.2785162289381,-3.67452060562214,-0.0172321722309049,-4.06378540711752,-2.77673816762204,-0.124269136935987,-0.124271858531744,-0.743939218558671,-2.79959426204326,-3.70188511625091,-4.91648732274687,-2.29284524617255,-2.91461758408233,-5.57074979692492,0.0327768905894155,0.443580772190416,-3.44256939340259,0.0308178667555025,0.0332165315034128,-2.21698305733797,1.00327156428757,1.57948707800172,1.46105848697279,-3.86135715669018,0.0317315261844196,-4.21890205700662,0.032426631132286,-1.76423611316467,-1.74728293175204,-3.63435854159414
45,335,-0.00226703884228531,-0.00355406893133439,0.00192600468872223,-0.000828018385900307,0.948200779637442,-0.000745320826877909,0.00950419079733186,0.737439436738791,0.737436711789763,0.176961515366171,0.00285978212834676,-0.000779431560731431,1.84539675525167e-05,-0.0191288457859503,-0.00786114774458738,3.76991854587688e-05,-0.251012201109372,1.97507168064258,-0.0040426171112693,1.0668509,1.0668269,0.00205889999999997,10.135263,38.713631,29.357151,-4.64134975369282e-05,1.06868378492611,-0.000120642424242417,1.07035764181818,0.015852956,0.016825944,-0.000333824999999999,-2.64454103882996,-2.44927415328709,-2.71534265995099,-3.08196001972913,-0.0230996919277351,-3.1276567428892,-2.02208485378158,-0.132273640936479,-0.132275245722518,-0.752121171386086,-2.54366705220697,-3.10822201274143,-4.73391024734113,-1.71831123404565,-2.10451404139684,-4.42366803320491,-0.600305167978372,0.295582861958742,-2.3933373900879,0.0281037279231497,0.028093957874864,-2.68636474638967,1.00583502268535,1.58786390625336,1.46771390665906,-4.33335570363968,0.0288492199167475,-3.91849994448055,0.0295289140554545,-1.79988974576216,-1.77402056083414,-3.47648114232578
